"ID","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
17005,22,54800,"OWN",7,"EDUCATION","A",8000,NA,0,0.15,"N",2
17006,24,55000,"MORTGAGE",8,"EDUCATION","B",9600,NA,0,0.17,"N",3
17019,25,33280,"RENT",1,"PERSONAL","B",5500,NA,0,0.17,"N",2
17031,22,75500,"MORTGAGE",6,"PERSONAL","A",12000,NA,0,0.16,"N",2
17047,21,55600,"RENT",2,"PERSONAL","A",6000,NA,0,0.11,"N",3
17057,25,45996,"RENT",2,"VENTURE","G",5000,NA,1,0.11,"Y",2
17065,22,46000,"RENT",1,"DEBTCONSOLIDATION","D",6200,NA,1,0.13,"N",3
17074,22,69700,"RENT",4,"EDUCATION","B",11200,NA,0,0.16,"N",2
17079,26,110000,"RENT",3,"HOMEIMPROVEMENT","C",25000,NA,0,0.23,"Y",2
17097,23,130000,"MORTGAGE",NA,"MEDICAL","A",6000,5.42,0,0.05,"N",4
17106,22,25000,"OWN",NA,"VENTURE","A",5000,6.03,0,0.2,"N",3
17114,25,60000,"RENT",2,"EDUCATION","B",20000,NA,1,0.33,"N",4
17117,24,39000,"RENT",4,"HOMEIMPROVEMENT","C",8000,NA,1,0.21,"N",2
17120,22,39000,"MORTGAGE",6,"EDUCATION","A",10750,NA,0,0.28,"N",4
17122,26,145992,"MORTGAGE",0,"PERSONAL","D",20000,NA,0,0.14,"Y",2
17136,26,50000,"RENT",0,"PERSONAL","B",4800,NA,0,0.1,"N",2
17150,24,73399,"RENT",0,"EDUCATION","D",27000,NA,1,0.37,"N",2
17174,23,24000,"RENT",0,"PERSONAL","B",6000,NA,0,0.25,"N",3
17178,24,38700,"RENT",2,"DEBTCONSOLIDATION","B",10000,NA,0,0.26,"N",3
17179,23,80000,"MORTGAGE",NA,"PERSONAL","A",3000,5.99,0,0.04,"N",3
17180,24,35000,"RENT",9,"EDUCATION","A",1500,NA,0,0.04,"N",3
17187,26,64000,"RENT",NA,"DEBTCONSOLIDATION","B",1000,10.75,0,0.02,"N",2
17194,22,59000,"MORTGAGE",6,"DEBTCONSOLIDATION","A",6400,NA,0,0.11,"N",4
17204,23,46932,"OWN",NA,"EDUCATION","A",7000,5.79,0,0.15,"N",3
17208,22,12996,"OWN",1,"VENTURE","B",4750,NA,1,0.37,"N",2
17223,24,73000,"RENT",2,"PERSONAL","A",6500,NA,0,0.09,"N",2
17224,22,55000,"OWN",NA,"PERSONAL","A",1275,6.91,0,0.02,"N",4
17227,26,85000,"MORTGAGE",NA,"DEBTCONSOLIDATION","B",6000,9.88,0,0.07,"N",2
17231,26,57550,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",3500,5.42,0,0.06,"N",4
17238,23,75000,"MORTGAGE",0,"DEBTCONSOLIDATION","C",9500,NA,0,0.13,"Y",3
17243,24,40000,"RENT",3,"MEDICAL","A",10000,NA,0,0.25,"N",2
17245,23,16080,"RENT",NA,"EDUCATION","D",3000,16.29,1,0.19,"Y",2
17248,23,76000,"MORTGAGE",7,"DEBTCONSOLIDATION","D",9000,NA,1,0.12,"Y",3
17254,24,47000,"MORTGAGE",1,"EDUCATION","B",8500,NA,0,0.18,"N",4
17256,23,36000,"RENT",5,"VENTURE","B",8000,NA,0,0.22,"N",2
17270,25,49000,"OWN",6,"PERSONAL","C",3000,NA,0,0.06,"N",4
17278,22,31500,"RENT",3,"DEBTCONSOLIDATION","D",2900,NA,1,0.09,"Y",3
17279,22,35000,"RENT",0,"DEBTCONSOLIDATION","B",3000,NA,0,0.09,"N",2
17284,21,21600,"OWN",NA,"VENTURE","A",7125,6.99,0,0.33,"N",3
17286,25,60000,"RENT",4,"EDUCATION","A",9800,NA,0,0.16,"N",2
17296,23,19200,"MORTGAGE",7,"DEBTCONSOLIDATION","A",3000,NA,1,0.16,"N",3
17317,23,23760,"RENT",2,"PERSONAL","B",2800,NA,0,0.12,"N",4
17346,23,42000,"RENT",0,"VENTURE","C",5000,NA,1,0.12,"N",3
17356,25,64000,"RENT",0,"DEBTCONSOLIDATION","E",20000,NA,1,0.31,"Y",4
17364,23,55000,"RENT",0,"VENTURE","C",12300,NA,0,0.22,"N",2
17366,24,56000,"MORTGAGE",8,"EDUCATION","A",12000,NA,0,0.21,"N",2
17372,24,43995,"RENT",NA,"EDUCATION","C",7400,13.99,1,0.17,"Y",3
17387,22,175000,"MORTGAGE",6,"MEDICAL","B",18000,NA,0,0.1,"N",3
17396,22,60000,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",5000,6.54,0,0.08,"N",3
17411,23,112800,"MORTGAGE",3,"EDUCATION","B",35000,NA,0,0.31,"N",2
17415,24,80000,"MORTGAGE",8,"PERSONAL","A",9000,NA,0,0.11,"N",2
17420,23,103240,"MORTGAGE",0,"VENTURE","A",4000,NA,0,0.04,"N",3
17421,25,54000,"RENT",8,"DEBTCONSOLIDATION","C",19000,NA,1,0.35,"Y",2
17426,26,30000,"RENT",4,"MEDICAL","C",5000,NA,0,0.17,"Y",4
17444,21,42500,"RENT",0,"DEBTCONSOLIDATION","B",2500,NA,0,0.06,"N",4
17449,23,54000,"RENT",7,"MEDICAL","B",4500,NA,1,0.08,"N",3
17455,24,8400,"RENT",NA,"EDUCATION","C",1500,13.99,1,0.18,"N",4
17462,23,39996,"RENT",7,"PERSONAL","B",2000,NA,0,0.05,"N",2
17481,22,39000,"OWN",6,"MEDICAL","A",1000,NA,0,0.03,"N",2
17489,24,50500,"RENT",7,"EDUCATION","A",9600,NA,0,0.19,"N",4
17490,23,33000,"RENT",4,"EDUCATION","C",8000,NA,0,0.24,"N",3
17503,25,48600,"RENT",0,"MEDICAL","A",12000,NA,0,0.25,"N",2
17504,25,27800,"OWN",NA,"EDUCATION","A",14125,6.99,0,0.51,"N",2
17506,25,42000,"RENT",1,"DEBTCONSOLIDATION","B",6000,NA,0,0.14,"N",2
17513,24,72000,"OWN",NA,"EDUCATION","B",16000,12.42,0,0.22,"N",2
17519,25,61000,"RENT",9,"MEDICAL","A",6000,NA,0,0.1,"N",3
17523,22,40000,"RENT",2,"DEBTCONSOLIDATION","A",4000,NA,0,0.1,"N",3
17528,23,25800,"RENT",2,"PERSONAL","C",6000,NA,0,0.23,"Y",4
17529,24,90000,"RENT",8,"PERSONAL","B",10000,NA,0,0.11,"N",4
17530,24,21600,"RENT",NA,"EDUCATION","B",10000,9.91,1,0.46,"N",3
17531,26,59000,"RENT",3,"EDUCATION","C",20000,NA,1,0.34,"N",2
17537,25,63128,"RENT",NA,"VENTURE","A",1500,7.49,0,0.02,"N",2
17539,25,56000,"MORTGAGE",NA,"PERSONAL","A",5000,5.42,0,0.09,"N",4
17545,22,36000,"MORTGAGE",3,"DEBTCONSOLIDATION","A",5250,NA,0,0.15,"N",2
17550,22,60000,"RENT",0,"EDUCATION","A",6025,NA,0,0.1,"N",4
17571,21,12000,"RENT",0,"PERSONAL","C",2200,NA,1,0.18,"N",4
17572,23,57600,"MORTGAGE",0,"EDUCATION","B",1000,NA,0,0.02,"N",2
17577,22,33300,"RENT",0,"MEDICAL","B",13250,NA,1,0.4,"N",3
17578,23,19200,"OWN",NA,"HOMEIMPROVEMENT","A",6000,6.54,1,0.31,"N",4
17583,23,54000,"MORTGAGE",NA,"PERSONAL","B",5000,9.99,0,0.09,"N",2
17584,22,10800,"RENT",NA,"MEDICAL","C",3600,12.23,1,0.33,"Y",3
17597,26,59000,"RENT",3,"MEDICAL","D",12000,NA,1,0.2,"N",4
17623,24,62000,"MORTGAGE",7,"PERSONAL","A",6200,NA,0,0.1,"N",2
17643,21,20000,"RENT",0,"MEDICAL","A",2000,NA,0,0.1,"N",3
17655,22,19008,"OWN",NA,"VENTURE","A",12000,5.42,1,0.63,"N",2
17685,22,41604,"OWN",1,"EDUCATION","B",14400,NA,0,0.35,"N",4
17689,23,78000,"RENT",7,"MEDICAL","B",20000,NA,0,0.26,"N",4
17693,23,33359,"RENT",2,"MEDICAL","A",9000,NA,1,0.27,"N",4
17702,26,44400,"MORTGAGE",NA,"DEBTCONSOLIDATION","C",6500,14.35,0,0.15,"N",3
17719,24,30000,"RENT",6,"PERSONAL","E",7750,NA,0,0.26,"N",4
17740,23,108000,"RENT",7,"DEBTCONSOLIDATION","B",10000,NA,1,0.09,"N",3
17758,21,35324,"RENT",4,"EDUCATION","B",6000,NA,0,0.17,"N",4
17771,25,93000,"RENT",3,"HOMEIMPROVEMENT","B",12000,NA,0,0.13,"N",3
17786,22,41000,"RENT",6,"VENTURE","A",5000,NA,0,0.12,"N",2
17802,25,52000,"MORTGAGE",8,"EDUCATION","C",3900,NA,0,0.07,"Y",4
17814,23,75000,"RENT",4,"PERSONAL","B",5000,NA,0,0.07,"N",4
17816,24,57500,"RENT",4,"DEBTCONSOLIDATION","C",2525,NA,0,0.04,"N",4
17817,22,30000,"OWN",NA,"MEDICAL","C",7000,13.98,0,0.23,"Y",2
17824,22,19200,"RENT",0,"DEBTCONSOLIDATION","E",3000,NA,1,0.16,"Y",2
17846,30,10200,"OWN",NA,"HOMEIMPROVEMENT","B",5500,10.36,1,0.54,"N",8
17852,27,10400,"OWN",NA,"PERSONAL","C",4750,14.72,1,0.46,"Y",7
17854,34,156000,"RENT",4,"EDUCATION","A",35000,NA,0,0.22,"N",5
17855,30,10800,"OWN",NA,"EDUCATION","B",2400,9.99,1,0.22,"N",7
17857,31,150000,"RENT",NA,"EDUCATION","D",35000,18.25,1,0.23,"N",6
17871,28,350000,"RENT",1,"DEBTCONSOLIDATION","B",20000,NA,0,0.06,"N",9
17880,28,11340,"OWN",NA,"DEBTCONSOLIDATION","A",2325,6.39,1,0.21,"N",7
17884,29,74000,"RENT",2,"DEBTCONSOLIDATION","D",30750,NA,1,0.42,"N",6
17905,31,284400,"MORTGAGE",NA,"VENTURE","B",5000,NA,0,0.02,"N",9
17909,28,12000,"OWN",NA,"EDUCATION","B",3000,9.62,1,0.25,"N",5
17921,28,12000,"OWN",NA,"MEDICAL","B",2000,10.75,1,0.17,"N",6
17945,28,240000,"MORTGAGE",3,"VENTURE","D",8400,NA,0,0.04,"N",8
17951,29,110000,"RENT",9,"DEBTCONSOLIDATION","B",25600,NA,0,0.23,"N",5
17953,27,57000,"RENT",NA,"HOMEIMPROVEMENT","D",25475,15.99,1,0.45,"Y",7
17955,32,230000,"RENT",16,"HOMEIMPROVEMENT","A",35000,NA,0,0.15,"N",9
17956,29,230000,"MORTGAGE",NA,"MEDICAL","A",8500,7.49,0,0.04,"N",10
17965,29,225000,"OWN",11,"PERSONAL","B",24250,NA,0,0.11,"N",7
17967,27,225000,"MORTGAGE",1,"VENTURE","B",14000,NA,0,0.06,"N",7
17980,30,198000,"MORTGAGE",5,"DEBTCONSOLIDATION","E",15000,NA,1,0.08,"Y",9
17993,31,201996,"MORTGAGE",11,"EDUCATION","C",20000,NA,0,0.1,"N",10
18006,27,60000,"RENT",11,"VENTURE","B",25000,NA,1,0.42,"N",8
18014,30,65000,"RENT",15,"HOMEIMPROVEMENT","B",25000,NA,1,0.38,"N",5
18045,28,192000,"MORTGAGE",8,"MEDICAL","B",20000,NA,0,0.1,"N",9
18050,29,190000,"MORTGAGE",3,"EDUCATION","B",14000,NA,0,0.07,"N",6
18055,28,190000,"MORTGAGE",7,"EDUCATION","B",25000,NA,0,0.13,"N",8
18057,31,190000,"MORTGAGE",15,"MEDICAL","C",24000,NA,0,0.13,"N",10
18065,30,78000,"RENT",4,"HOMEIMPROVEMENT","D",25000,NA,1,0.32,"Y",9
18074,27,185232,"MORTGAGE",10,"PERSONAL","A",35000,NA,0,0.19,"N",8
18077,32,80000,"RENT",2,"VENTURE","B",25000,NA,1,0.31,"N",8
18105,31,168000,"RENT",1,"VENTURE","E",20000,NA,1,0.12,"Y",7
18113,28,78000,"RENT",0,"PERSONAL","D",25000,NA,1,0.32,"Y",5
18117,30,96000,"RENT",3,"PERSONAL","B",25000,NA,0,0.26,"N",6
18119,29,163000,"RENT",NA,"VENTURE","D",4000,16.29,1,0.02,"N",6
18124,27,96000,"RENT",11,"HOMEIMPROVEMENT","E",25000,NA,0,0.26,"N",6
18136,28,175000,"RENT",4,"VENTURE","B",24500,NA,0,0.14,"N",8
18139,28,174000,"MORTGAGE",2,"PERSONAL","D",12000,NA,0,0.07,"N",10
18147,34,158000,"MORTGAGE",2,"VENTURE","C",12000,NA,1,0.08,"N",8
18155,33,15600,"OWN",1,"VENTURE","A",5900,NA,1,0.38,"N",7
18159,30,15600,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",6250,5.79,1,0.4,"N",6
18187,27,16000,"OTHER",1,"DEBTCONSOLIDATION","D",5750,NA,1,0.36,"Y",8
18201,33,16620,"OWN",NA,"HOMEIMPROVEMENT","A",3000,5.99,1,0.18,"N",6
18202,31,16656,"MORTGAGE",NA,"MEDICAL","C",2400,14.72,1,0.14,"N",7
18207,32,160000,"MORTGAGE",2,"MEDICAL","B",3200,NA,0,0.02,"N",5
18209,29,160000,"MORTGAGE",8,"EDUCATION","A",7000,NA,0,0.04,"N",8
18213,28,16800,"OWN",NA,"MEDICAL","C",5000,13.98,1,0.3,"N",8
18226,30,144600,"RENT",14,"VENTURE","B",24250,NA,0,0.17,"N",6
18229,30,17280,"MORTGAGE",0,"PERSONAL","C",2000,NA,0,0.12,"N",7
18235,35,17640,"OWN",NA,"MEDICAL","D",4000,16.29,1,0.23,"N",7
18238,27,17795,"OWN",4,"MEDICAL","A",2650,NA,0,0.15,"N",8
18245,30,18000,"MORTGAGE",6,"MEDICAL","B",2200,NA,1,0.12,"N",6
18250,28,85000,"RENT",7,"MEDICAL","B",24000,NA,0,0.28,"N",10
18259,29,125000,"RENT",3,"VENTURE","E",24000,NA,0,0.19,"Y",5
18264,28,206000,"RENT",2,"EDUCATION","C",24000,NA,0,0.12,"Y",5
18267,34,45600,"RENT",NA,"PERSONAL","B",23500,11.36,1,0.52,"N",9
18279,34,69600,"RENT",10,"VENTURE","A",22650,NA,1,0.33,"N",6
18281,34,39000,"RENT",0,"HOMEIMPROVEMENT","C",22400,NA,1,0.57,"Y",9
18294,29,19200,"OWN",7,"VENTURE","A",6000,NA,1,0.31,"N",5
18302,33,47580,"RENT",12,"PERSONAL","B",21000,NA,1,0.44,"N",8
18307,28,71250,"RENT",2,"PERSONAL","F",21000,NA,1,0.29,"Y",9
18313,28,100511,"RENT",1,"DEBTCONSOLIDATION","D",21000,NA,1,0.21,"Y",5
18328,32,36500,"RENT",2,"DEBTCONSOLIDATION","E",20000,NA,1,0.55,"Y",8
18335,27,50004,"RENT",5,"DEBTCONSOLIDATION","B",20000,NA,1,0.4,"N",9
18336,28,20000,"OWN",0,"MEDICAL","E",10000,NA,1,0.5,"N",7
18338,29,51996,"RENT",13,"VENTURE","D",20000,NA,1,0.38,"Y",5
18372,27,65000,"RENT",11,"VENTURE","B",20000,NA,1,0.31,"N",5
18382,34,67500,"RENT",2,"VENTURE","B",20000,NA,0,0.3,"N",5
18384,34,70000,"RENT",1,"PERSONAL","B",20000,NA,0,0.29,"N",9
18385,27,70000,"RENT",3,"MEDICAL","C",20000,NA,0,0.29,"N",5
18389,34,72000,"RENT",6,"DEBTCONSOLIDATION","B",20000,NA,0,0.28,"N",6
18400,27,75000,"RENT",1,"HOMEIMPROVEMENT","B",20000,NA,0,0.27,"N",6
18446,29,22000,"OWN",NA,"PERSONAL","B",2400,10.75,0,0.11,"N",7
18458,33,100000,"RENT",4,"PERSONAL","C",20000,NA,0,0.2,"N",7
18459,28,22200,"OWN",NA,"HOMEIMPROVEMENT","B",2500,11.49,0,0.11,"N",5
18476,28,89250,"RENT",0,"MEDICAL","E",20000,NA,1,0.19,"N",8
18482,35,113000,"RENT",0,"DEBTCONSOLIDATION","E",20000,NA,1,0.18,"N",7
18483,32,129000,"RENT",0,"MEDICAL","B",20000,NA,0,0.16,"N",10
18495,34,148000,"RENT",0,"HOMEIMPROVEMENT","B",20000,NA,1,0.14,"N",6
18500,29,53313,"RENT",13,"MEDICAL","B",19850,NA,1,0.37,"N",7
18501,34,23000,"OWN",2,"PERSONAL","A",2500,NA,0,0.11,"N",7
18503,33,18000,"RENT",0,"DEBTCONSOLIDATION","A",500,NA,0,0.03,"N",6
18506,30,23000,"RENT",1,"MEDICAL","B",950,NA,0,0.04,"N",6
18507,31,10200,"RENT",NA,"MEDICAL","D",1000,NA,1,0.1,"Y",10
18508,27,11808,"RENT",NA,"MEDICAL","D",1000,14.91,1,0.08,"N",8
18509,33,12000,"RENT",NA,"EDUCATION","A",1000,7.88,1,0.08,"N",7
18511,29,12480,"RENT",NA,"EDUCATION","A",1000,8.9,0,0.08,"N",9
18523,30,23748,"MORTGAGE",NA,"MEDICAL","C",6100,14.27,1,0.26,"Y",10
18527,29,83700,"RENT",3,"PERSONAL","C",19000,NA,0,0.23,"N",10
18530,30,24000,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",7000,6.62,0,0.29,"N",10
18540,27,24000,"OWN",1,"EDUCATION","C",6000,NA,0,0.25,"N",7
18543,31,121000,"RENT",15,"HOMEIMPROVEMENT","D",18400,NA,0,0.15,"Y",10
18546,30,24000,"OWN",11,"VENTURE","A",6000,NA,0,0.25,"N",9
18554,34,45996,"RENT",4,"DEBTCONSOLIDATION","A",18000,NA,1,0.39,"N",9
18565,29,56964,"RENT",12,"DEBTCONSOLIDATION","A",18000,NA,1,0.32,"N",8
18585,30,24000,"OWN",NA,"MEDICAL","A",7500,7.88,0,0.31,"N",9
18590,27,24000,"MORTGAGE",2,"DEBTCONSOLIDATION","B",9200,NA,0,0.38,"N",9
18593,29,24000,"MORTGAGE",7,"MEDICAL","A",10000,NA,0,0.42,"N",6
18599,32,100000,"RENT",2,"PERSONAL","A",18000,NA,0,0.18,"N",5
18610,33,140000,"RENT",2,"DEBTCONSOLIDATION","C",18000,NA,0,0.13,"N",9
18614,27,24000,"MORTGAGE",1,"VENTURE","C",11000,NA,0,0.46,"Y",6
18626,28,44000,"RENT",3,"EDUCATION","E",17500,NA,1,0.4,"N",10
18630,27,24570,"MORTGAGE",2,"PERSONAL","C",8500,NA,0,0.35,"Y",8
18651,30,55000,"RENT",6,"EDUCATION","B",17000,NA,1,0.31,"N",9
18652,27,60000,"RENT",11,"MEDICAL","C",17000,NA,0,0.28,"N",10
18656,29,25000,"MORTGAGE",NA,"EDUCATION","A",8500,7.9,0,0.34,"N",5
18661,31,25000,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",3000,8.9,0,0.12,"N",8
18668,30,25000,"MORTGAGE",NA,"DEBTCONSOLIDATION","B",7000,10.99,0,0.28,"N",10
18671,29,91000,"RENT",10,"MEDICAL","B",16800,NA,0,0.18,"N",5
18677,31,25000,"OWN",5,"VENTURE","C",4500,NA,0,0.18,"Y",8
18683,27,25000,"OWN",4,"PERSONAL","A",4000,NA,0,0.16,"N",9
18684,35,57721,"RENT",3,"DEBTCONSOLIDATION","B",16500,NA,0,0.29,"N",6
18709,29,44000,"RENT",14,"DEBTCONSOLIDATION","B",16000,NA,1,0.36,"N",9
18720,27,50000,"RENT",3,"MEDICAL","C",16000,NA,1,0.32,"Y",5
18731,35,25380,"MORTGAGE",3,"DEBTCONSOLIDATION","D",5000,NA,1,0.2,"N",10
18733,27,25440,"MORTGAGE",5,"EDUCATION","D",1200,NA,0,0.05,"N",10
18753,30,24000,"RENT",NA,"MEDICAL","C",1000,15.96,0,0.04,"Y",7
18754,33,24000,"RENT",NA,"MEDICAL","D",1000,14.91,1,0.04,"Y",5
18763,35,29311,"RENT",NA,"EDUCATION","A",1000,7.49,0,0.03,"N",9
18771,30,30000,"RENT",11,"MEDICAL","B",1000,NA,1,0.03,"N",10
18776,31,43200,"RENT",NA,"MEDICAL","B",1000,10.74,0,0.02,"N",9
18783,31,54000,"RENT",15,"MEDICAL","C",1000,NA,0,0.02,"Y",7
18786,33,65000,"RENT",4,"VENTURE","A",1000,NA,0,0.02,"N",9
18787,28,73000,"RENT",3,"HOMEIMPROVEMENT","C",1000,NA,0,0.01,"N",7
18807,30,27000,"OWN",NA,"HOMEIMPROVEMENT","A",4200,7.88,0,0.16,"N",9
18814,28,53000,"RENT",12,"MEDICAL","C",1200,NA,0,0.02,"Y",8
18819,31,14400,"RENT",0,"EDUCATION","C",1250,NA,1,0.09,"N",8
18836,31,54000,"RENT",2,"DEBTCONSOLIDATION","A",1400,NA,0,0.03,"N",8
18839,31,78411,"RENT",9,"DEBTCONSOLIDATION","A",1400,NA,0,0.02,"N",6
18841,29,17000,"RENT",0,"EDUCATION","C",1450,NA,0,0.09,"N",6
18842,27,24000,"RENT",2,"MEDICAL","A",1450,NA,0,0.06,"N",9
18844,31,36000,"RENT",12,"VENTURE","B",1450,NA,0,0.04,"N",7
18847,30,27996,"RENT",9,"MEDICAL","C",1500,NA,0,0.05,"Y",8
18851,28,30000,"RENT",NA,"HOMEIMPROVEMENT","B",1500,9.63,1,0.05,"N",10
18852,27,30000,"RENT",0,"EDUCATION","C",1500,NA,0,0.05,"N",6
18871,32,43625,"RENT",2,"EDUCATION","B",1500,NA,0,0.03,"N",6
18876,30,39000,"RENT",NA,"DEBTCONSOLIDATION","A",1500,7.51,1,0.04,"N",9
18898,28,40000,"RENT",1,"MEDICAL","C",1700,NA,0,0.04,"N",9
18901,30,12000,"RENT",NA,"MEDICAL","C",1800,14.35,0,0.15,"Y",5
18902,30,28800,"MORTGAGE",6,"PERSONAL","C",6250,NA,0,0.22,"N",9
18913,28,53544,"RENT",12,"HOMEIMPROVEMENT","C",1800,NA,0,0.03,"Y",7
18919,27,18600,"RENT",4,"MEDICAL","B",1850,NA,0,0.1,"N",8
18921,31,15204,"RENT",NA,"EDUCATION","A",1875,8.49,1,0.12,"N",7
18933,29,20000,"RENT",NA,"HOMEIMPROVEMENT","F",2000,18.3,1,0.1,"N",9
18938,30,29004,"OWN",6,"HOMEIMPROVEMENT","C",6250,NA,0,0.22,"N",8
18939,30,21240,"RENT",NA,"MEDICAL","C",2000,14.22,0,0.09,"Y",9
18942,27,29120,"OWN",0,"VENTURE","A",4000,NA,0,0.14,"N",7
18961,28,30000,"MORTGAGE",5,"VENTURE","A",15000,NA,0,0.5,"N",9
18972,29,106800,"RENT",0,"DEBTCONSOLIDATION","A",15000,NA,0,0.14,"N",6
18975,28,30000,"MORTGAGE",NA,"VENTURE","A",6000,6.03,0,0.2,"N",8
18976,31,30000,"MORTGAGE",NA,"EDUCATION","B",1200,NA,0,0.04,"N",8
18981,33,30000,"MORTGAGE",1,"DEBTCONSOLIDATION","C",4000,NA,0,0.13,"Y",7
18990,28,30000,"MORTGAGE",NA,"MEDICAL","A",4750,7.9,0,0.16,"N",7
18991,27,130000,"RENT",0,"MEDICAL","A",15000,NA,0,0.12,"N",7
18999,31,150000,"RENT",1,"HOMEIMPROVEMENT","B",15000,NA,0,0.1,"N",10
19006,33,30000,"MORTGAGE",1,"MEDICAL","A",5000,NA,0,0.17,"N",9
19012,30,42000,"RENT",4,"DEBTCONSOLIDATION","B",14750,NA,1,0.35,"N",7
19021,30,33000,"RENT",2,"VENTURE","B",2000,NA,0,0.06,"N",8
19031,33,57500,"RENT",2,"DEBTCONSOLIDATION","B",2000,NA,0,0.03,"N",5
19034,28,60000,"RENT",3,"EDUCATION","B",2000,NA,0,0.03,"N",6
19035,31,30000,"MORTGAGE",NA,"VENTURE","A",5000,NA,0,0.17,"N",7
19037,29,30000,"MORTGAGE",3,"EDUCATION","B",4000,NA,0,0.13,"N",6
19039,29,68500,"RENT",4,"DEBTCONSOLIDATION","A",2000,NA,0,0.03,"N",9
19062,30,11292,"RENT",NA,"MEDICAL","A",2100,6.76,1,0.19,"N",6
19066,29,31632,"RENT",2,"PERSONAL","B",2100,NA,0,0.07,"N",6
19069,27,39000,"RENT",3,"DEBTCONSOLIDATION","B",2100,NA,0,0.05,"N",6
19070,32,51996,"RENT",6,"MEDICAL","C",2100,NA,0,0.04,"Y",7
19079,28,33600,"RENT",9,"EDUCATION","C",14000,NA,1,0.42,"Y",5
19090,29,15000,"RENT",NA,"PERSONAL","C",2200,13.48,1,0.15,"N",10
19096,35,40000,"RENT",2,"MEDICAL","B",2200,NA,0,0.06,"N",10
19098,27,39500,"RENT",0,"MEDICAL","D",2200,NA,1,0.06,"Y",8
19107,29,30000,"MORTGAGE",NA,"HOMEIMPROVEMENT","A",5000,7.51,0,0.17,"N",8
19110,27,48000,"RENT",5,"DEBTCONSOLIDATION","B",2250,NA,0,0.05,"N",7
19118,34,30000,"MORTGAGE",6,"MEDICAL","B",4650,NA,0,0.15,"N",8
19121,31,12252,"RENT",15,"PERSONAL","C",2400,NA,1,0.2,"Y",10
19123,30,18000,"RENT",NA,"EDUCATION","B",2400,11.49,0,0.13,"N",10
19130,30,30000,"MORTGAGE",3,"VENTURE","A",5000,NA,0,0.17,"N",10
19137,27,30000,"OWN",4,"VENTURE","B",5000,NA,0,0.17,"N",5
19143,27,35000,"RENT",2,"VENTURE","B",2400,NA,0,0.07,"N",9
19152,31,39996,"RENT",4,"MEDICAL","B",2400,NA,0,0.06,"N",9
19164,29,45000,"RENT",5,"MEDICAL","C",2400,NA,0,0.05,"N",6
19169,34,50000,"RENT",0,"VENTURE","A",2400,NA,0,0.05,"N",9
19181,27,77700,"RENT",5,"MEDICAL","C",2400,NA,0,0.03,"Y",5
19190,35,10800,"RENT",NA,"EDUCATION","D",2500,14.84,1,0.23,"N",5
19193,29,30108,"MORTGAGE",NA,"EDUCATION","A",1400,8.9,1,0.05,"N",9
19196,29,30156,"OWN",NA,"VENTURE","A",7000,6.99,0,0.23,"N",10
19206,30,32040,"RENT",NA,"EDUCATION","C",13275,NA,1,0.41,"N",5
19219,34,40000,"RENT",2,"VENTURE","C",13200,NA,1,0.33,"Y",6
19229,32,31000,"MORTGAGE",5,"DEBTCONSOLIDATION","B",13000,NA,1,0.42,"N",8
19265,27,25800,"RENT",11,"EDUCATION","C",2500,NA,0,0.1,"Y",5
19272,34,31500,"MORTGAGE",16,"PERSONAL","B",6000,NA,0,0.19,"N",8
19281,28,32000,"MORTGAGE",NA,"HOMEIMPROVEMENT","D",8575,17.58,1,0.27,"N",7
19310,30,57000,"RENT",1,"MEDICAL","C",2500,NA,0,0.04,"N",9
19312,31,61200,"RENT",NA,"MEDICAL","A",2500,6.62,0,0.04,"N",10
19330,32,119004,"RENT",0,"HOMEIMPROVEMENT","A",2500,NA,0,0.02,"N",10
19338,27,32000,"OTHER",10,"EDUCATION","C",15000,NA,1,0.47,"N",7
19346,28,10000,"RENT",12,"EDUCATION","B",3000,NA,1,0.3,"N",8
19348,35,14400,"RENT",1,"HOMEIMPROVEMENT","B",3000,NA,1,0.21,"N",7
19354,29,32400,"MORTGAGE",2,"MEDICAL","B",10625,NA,0,0.33,"N",5
19355,30,32400,"MORTGAGE",13,"VENTURE","B",6500,NA,0,0.2,"N",5
19358,28,32400,"MORTGAGE",NA,"PERSONAL","B",2500,8.88,1,0.08,"N",8
19363,30,32400,"OWN",NA,"EDUCATION","B",3000,10.62,0,0.09,"N",9
19368,32,18072,"RENT",NA,"DEBTCONSOLIDATION","A",3000,6.03,1,0.17,"N",7
19373,28,20000,"RENT",3,"VENTURE","C",3000,NA,0,0.15,"Y",6
19377,31,32904,"MORTGAGE",15,"VENTURE","C",3000,NA,0,0.09,"N",5
19378,34,22668,"RENT",NA,"VENTURE","B",3000,NA,0,0.13,"N",5
19393,29,31200,"RENT",0,"PERSONAL","C",3000,NA,0,0.1,"Y",6
19394,31,31400,"RENT",7,"PERSONAL","C",3000,NA,1,0.1,"N",10
